	airplane-b	airplane-s	apartment-b	apartment-s	apple-b	apple-s	banana-b	banana-s	bar-b	bar-s	beach-b	beach-s	canary-b	canary-s	car-b	car-s	carrot-b	carrot-s	cat-b	cat-s	cathedral-b	cathedral-s	cheerfulness-b	cheerfulness-s	cherry-b	cherry-s	comb-b	comb-s	crow-b	crow-s	democracy-b	democracy-s	dog-b	dog-s	eggplant-b	eggplant-s	freedom-b	freedom-s	friendship-b	friendship-s	giraffe-b	giraffe-s	hammer-b	hammer-s	horse-b	horse-s	jealousy-b	jealousy-s	justice-b	justice-s	kiwi-b	kiwi-s	knife-b	knife-s	lawn-b	lawn-s	lettuce-b	lettuce-s	motorcycle-b	motorcycle-s	mountain-b	mountain-s	pain-b	pain-s	passion-b	passion-s	pencil-b	pencil-s	penguin-b	penguin-s	pineapple-b	pineapple-s	potato-b	potato-s	religion-b	religion-s	restaurant-b	restaurant-s	screwdriver-b	screwdriver-s	sea-b	sea-s	seagull-b	seagull-s	ship-b	ship-s	shop-b	shop-s	swan-b	swan-s	to_believe-b	to_believe-s	to_catch_sight_of-b	to_catch_sight_of-s	to_doubt-b	to_doubt-s	to_eavesdrop-b	to_eavesdrop-s	to_fear-b	to_fear-s	to_feel-b	to_feel-s	to_glimpse-b	to_glimpse-s	to_grab-b	to_grab-s	to_hate-b	to_hate-s	to_hear-b	to_hear-s	to_listen-b	to_listen-s	to_massage-b	to_massage-s	to_peep-b	to_peep-s	to_peer_at-b	to_peer_at-s	to_shout-b	to_shout-s	to_sing-b	to_sing-s	to_spot-b	to_spot-s	to_stroke-b	to_stroke-s	to_think-b	to_think-s	to_touch_lightly-b	to_touch_lightly-s	tomato-b	tomato-s	train-b	train-s	woods-b	woods-s	worry-b	worry-s	zebra-b	zebra-s
freedom-b	0.07919	0.06595	0.08232	0.04131	0.01440	0.01289	0.01104	0.01050	0.01214	0.03127	0.03330	0.01026	0.04401	0.04846	0.10019	0.10026	0.00668	0.01596	0.05172	0.03387	0.01720	0.01284	0.23340	0.22000	0.02528	0.02874	0.01011	0.01729	0.02894	0.02062	0.13405	0.20852	0.10656	0.05253	0.01129	0.01715	1.00000	0.66945	0.20441	0.22806	0.04445	0.03908	0.03942	0.02609	0.12752	0.08084	0.24997	0.28854	0.43147	0.36343	0.02108	0.01537	0.02687	0.03964	0.03074	0.01422	0.01331	0.01125	0.03800	0.07968	0.05173	0.07122	0.14563	0.15397	0.17797	0.27700	0.00000	0.00000	0.07640	0.06815	0.03156	0.01008	0.01516	0.01098	0.07319	0.15874	0.02699	0.00000	0.00000	0.01581	0.04149	0.05984	0.04945	0.07341	0.08997	0.04948	0.06507	0.08164	0.07640	0.03935	0.23636	0.16541	0.03501	0.08014	0.15111	0.28404	0.10114	0.10704	0.14650	0.15847	0.06893	0.12550	0.07131	0.15510	0.07878	0.17071	0.14249	0.27508	0.13316	0.18071	0.20852	0.18703	0.11530	0.14111	0.07999	0.14272	0.04679	0.14856	0.11539	0.11534	0.32917	0.21908	0.07954	0.17697	0.12844	0.16257	0.42352	0.28692	0.09514	0.14526	0.03404	0.02448	0.04409	0.07310	0.06322	0.03625	0.17351	0.22327	0.04021	0.02599
freedom-s	0.13764	0.11395	0.15483	0.15236	0.00000	0.00000	0.00000	0.00000	0.06351	0.09334	0.05576	0.04535	0.11654	0.09492	0.08066	0.00933	0.00621	0.01485	0.11686	0.13262	0.01600	0.01194	0.18710	0.24970	0.00000	0.00486	0.01255	0.03618	0.08525	0.06075	0.16873	0.33792	0.17574	0.10288	0.00000	0.00000	0.66945	1.00000	0.25890	0.30073	0.12681	0.11335	0.04432	0.02206	0.18694	0.14678	0.25864	0.30520	0.58291	0.51521	0.00000	0.00000	0.03125	0.03687	0.04112	0.00661	0.00000	0.01962	0.06186	0.07258	0.09844	0.06212	0.15216	0.12671	0.16557	0.26793	0.00000	0.00000	0.20488	0.14945	0.00000	0.00469	0.00705	0.00000	0.06409	0.19691	0.08318	0.03950	0.00000	0.03431	0.06842	0.07980	0.09859	0.09142	0.05707	0.10155	0.11099	0.14487	0.15052	0.10121	0.26749	0.28360	0.07056	0.17206	0.30023	0.42279	0.14978	0.16946	0.19687	0.20327	0.13893	0.18972	0.12825	0.22124	0.08938	0.19411	0.21822	0.33726	0.17387	0.21837	0.29203	0.25400	0.19560	0.23698	0.11275	0.22129	0.14268	0.22459	0.13471	0.15655	0.31353	0.25477	0.09045	0.23932	0.31277	0.33361	0.39937	0.34725	0.17003	0.26652	0.00633	0.02277	0.05811	0.06801	0.09342	0.09505	0.16680	0.23391	0.15897	0.09268
friendship-b	0.18989	0.17171	0.12915	0.15380	0.00000	0.00000	0.00000	0.00000	0.14266	0.13393	0.07039	0.05237	0.04196	0.03719	0.13344	0.01462	0.00000	0.00388	0.01347	0.04630	0.01254	0.00936	0.55205	0.53566	0.00000	0.00381	0.00000	0.05146	0.00000	0.00501	0.04982	0.15691	0.15065	0.02620	0.00000	0.00000	0.20441	0.25890	1.00000	0.82260	0.00000	0.00670	0.02155	0.01124	0.09718	0.06844	0.62842	0.73330	0.27624	0.40119	0.00000	0.00000	0.04407	0.02064	0.06584	0.00518	0.00000	0.03997	0.13157	0.12464	0.08399	0.03245	0.39199	0.47487	0.53105	0.69073	0.00000	0.00000	0.00655	0.00710	0.00000	0.00000	0.00553	0.00000	0.07533	0.26300	0.10454	0.08791	0.00000	0.03745	0.06736	0.02618	0.01030	0.00863	0.10136	0.14429	0.11385	0.14438	0.02621	0.01181	0.25223	0.34797	0.13823	0.22471	0.35662	0.42620	0.16852	0.13005	0.29270	0.39208	0.15074	0.12833	0.16980	0.14321	0.05043	0.09403	0.69835	0.67994	0.10559	0.12114	0.31710	0.20216	0.16316	0.21775	0.12546	0.16369	0.21223	0.18614	0.15174	0.12681	0.28757	0.12570	0.08537	0.14364	0.36074	0.36947	0.17852	0.20176	0.26828	0.22502	0.00993	0.00397	0.10982	0.13080	0.01356	0.03604	0.42161	0.49708	0.00000	0.00000
friendship-s	0.22875	0.20649	0.17543	0.19314	0.00845	0.01362	0.01081	0.01079	0.12378	0.15374	0.09186	0.05723	0.05565	0.05390	0.16626	0.00981	0.00392	0.00000	0.06723	0.09693	0.01514	0.01256	0.50867	0.50754	0.01484	0.01687	0.00000	0.06004	0.02548	0.02623	0.05863	0.18558	0.17155	0.05356	0.00662	0.01007	0.22806	0.30073	0.82260	1.00000	0.04523	0.03914	0.01446	0.00974	0.14291	0.11405	0.61438	0.74130	0.31494	0.45715	0.01238	0.00903	0.04140	0.01662	0.07332	0.00000	0.00781	0.05365	0.15279	0.15299	0.10629	0.03397	0.39851	0.45655	0.48195	0.64655	0.00000	0.00000	0.05013	0.04001	0.01853	0.00887	0.00445	0.00645	0.00758	0.29649	0.11191	0.09472	0.00368	0.04021	0.08524	0.04098	0.02074	0.03128	0.11043	0.19222	0.13370	0.17839	0.05277	0.03669	0.19453	0.31488	0.06507	0.19542	0.36384	0.43768	0.15751	0.11795	0.24525	0.36223	0.12813	0.12176	0.11999	0.12261	0.00000	0.06347	0.70519	0.70151	0.10560	0.11218	0.33431	0.21832	0.17650	0.24634	0.07114	0.15527	0.20294	0.18259	0.15672	0.12320	0.28524	0.14408	0.02594	0.12530	0.42465	0.45095	0.19111	0.20271	0.26600	0.24870	0.01998	0.01596	0.12294	0.14824	0.03930	0.05998	0.37515	0.47584	0.05310	0.02797
giraffe-b	0.07128	0.08540	0.11066	0.13847	0.00631	0.02601	0.04440	0.06159	0.01464	0.02857	0.01168	0.03263	0.16407	0.20303	0.04394	0.01172	0.04538	0.07699	0.43019	0.44689	0.04525	0.02252	0.00436	0.00000	0.02495	0.03323	0.00000	0.07960	0.25169	0.18389	0.02997	0.02557	0.36395	0.41648	0.00495	0.01504	0.04445	0.12681	0.00000	0.04523	1.00000	0.84941	0.00288	0.00416	0.35927	0.38657	0.00000	0.03467	0.06417	0.00000	0.01294	0.01124	0.05892	0.02359	0.01685	0.01870	0.02189	0.02343	0.00500	0.01165	0.05362	0.09761	0.00000	0.00000	0.00000	0.00386	0.00532	0.02854	0.53120	0.39549	0.03768	0.01768	0.02161	0.02047	0.00000	0.00633	0.04143	0.03427	0.04265	0.04622	0.03474	0.11723	0.21456	0.22172	0.03228	0.03064	0.01903	0.01591	0.54598	0.55276	0.00000	0.00000	0.01023	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08424	0.00403	0.00306	0.00000	0.00000	0.00000	0.03327	0.00385	0.04794	0.00000	0.03644	0.00000	0.00000	0.00000	0.00000	0.00425	0.00000	0.00684	0.00000	0.04366	0.01327	0.00458	0.00356	0.00000	0.05601	0.22531	0.24324	0.00000	0.04009	0.00878	0.01062	0.02389	0.01431	0.05801	0.03934	0.31071	0.30282	0.00000	0.00000	0.59401	0.39037
giraffe-s	0.07232	0.07961	0.09254	0.10893	0.03062	0.10702	0.06326	0.15050	0.00826	0.02571	0.01020	0.03404	0.21195	0.29073	0.03933	0.01706	0.03577	0.07828	0.45002	0.48836	0.02194	0.00728	0.00676	0.01497	0.03065	0.04222	0.00344	0.07744	0.22562	0.21283	0.02325	0.01983	0.37904	0.48255	0.00512	0.01459	0.03908	0.11335	0.00670	0.03914	0.84941	1.00000	0.00503	0.01493	0.35564	0.46494	0.00000	0.03093	0.04978	0.00942	0.00717	0.06931	0.04171	0.01734	0.04446	0.03990	0.03171	0.04114	0.00776	0.01694	0.09601	0.12268	0.00000	0.00672	0.00646	0.00000	0.01377	0.02531	0.46028	0.41158	0.03639	0.13115	0.00258	0.07893	0.00000	0.00000	0.02755	0.02080	0.04216	0.04482	0.04363	0.10248	0.15864	0.18772	0.01113	0.02080	0.00738	0.00514	0.48857	0.52846	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07516	0.00000	0.00000	0.00000	0.00000	0.00000	0.02969	0.00000	0.04277	0.00000	0.03534	0.00000	0.00000	0.01538	0.01496	0.00000	0.00000	0.00000	0.00000	0.03849	0.01415	0.01067	0.00552	0.00000	0.04283	0.20500	0.22287	0.01568	0.05011	0.00852	0.00961	0.00579	0.02036	0.05250	0.03561	0.27965	0.26240	0.00000	0.00000	0.53607	0.48892
hammer-b	0.07701	0.08017	0.05308	0.05165	0.03413	0.02194	0.03133	0.01723	0.02213	0.02978	0.01943	0.02557	0.03457	0.05767	0.11523	0.06418	0.03895	0.02975	0.05659	0.03637	0.01254	0.00936	0.05433	0.03744	0.02535	0.03049	0.25244	0.33131	0.00000	0.02340	0.00000	0.00981	0.01492	0.03025	0.02561	0.03197	0.03942	0.04432	0.02155	0.01446	0.00288	0.00503	1.00000	0.88785	0.07891	0.09954	0.04885	0.05285	0.07662	0.08415	0.00000	0.02180	0.39275	0.43018	0.03457	0.03370	0.03398	0.05743	0.05543	0.02906	0.06746	0.03896	0.04031	0.03839	0.09807	0.07055	0.23319	0.26144	0.01093	0.01065	0.03325	0.03124	0.03869	0.02269	0.05024	0.01988	0.01723	0.00000	0.46602	0.52905	0.03301	0.01261	0.00515	0.01957	0.04971	0.08350	0.06856	0.09557	0.01311	0.01407	0.10782	0.09767	0.09929	0.09992	0.08593	0.09783	0.04215	0.05479	0.08706	0.08523	0.09272	0.13730	0.10864	0.10960	0.10651	0.14295	0.03198	0.04429	0.05225	0.03434	0.03489	0.03554	0.02418	0.05881	0.06836	0.07865	0.06951	0.10045	0.03080	0.05056	0.05462	0.03748	0.10099	0.12153	0.06429	0.05890	0.09246	0.07161	0.08399	0.11183	0.05711	0.07009	0.04377	0.05574	0.01718	0.01843	0.05905	0.08215	0.00000	0.00474
hammer-s	0.06655	0.11464	0.11117	0.08440	0.05369	0.02760	0.06138	0.02626	0.01384	0.02332	0.00818	0.01396	0.02258	0.05327	0.11564	0.09266	0.06443	0.04948	0.06030	0.03913	0.01509	0.01652	0.02876	0.01930	0.02052	0.02063	0.29107	0.39486	0.00339	0.01508	0.00000	0.00472	0.01530	0.04269	0.04489	0.05116	0.02609	0.02206	0.01124	0.00974	0.00416	0.01493	0.88785	1.00000	0.12138	0.15606	0.03936	0.03191	0.04214	0.06317	0.00000	0.02653	0.41728	0.45558	0.05395	0.05800	0.05957	0.08833	0.07601	0.04777	0.08170	0.01719	0.02123	0.02009	0.06329	0.03935	0.26704	0.35241	0.02682	0.00940	0.03384	0.00973	0.06783	0.03661	0.02720	0.01013	0.01658	0.00000	0.45199	0.50393	0.03706	0.01050	0.00992	0.02244	0.08181	0.14149	0.08070	0.11408	0.01735	0.01462	0.05388	0.03981	0.06450	0.06780	0.03596	0.03738	0.01304	0.02373	0.04190	0.03539	0.09918	0.15600	0.07842	0.06605	0.12746	0.18440	0.01693	0.01790	0.01886	0.00437	0.00787	0.00453	0.02698	0.07461	0.02807	0.02671	0.05200	0.07821	0.00476	0.02057	0.03117	0.00570	0.05971	0.08068	0.06364	0.09230	0.05460	0.03654	0.09753	0.11613	0.09738	0.09450	0.06706	0.08921	0.03002	0.01388	0.03755	0.04589	0.00000	0.00342
horse-b	0.16089	0.24069	0.11974	0.08438	0.07720	0.04202	0.08948	0.06155	0.02169	0.04918	0.03332	0.04255	0.12876	0.23924	0.15758	0.15003	0.09831	0.08747	0.55042	0.48269	0.04918	0.03793	0.08094	0.06291	0.06236	0.03810	0.06170	0.18125	0.20548	0.18968	0.00902	0.06027	0.60757	0.54153	0.06777	0.07683	0.12752	0.18694	0.09718	0.14291	0.35927	0.35564	0.07891	0.12138	1.00000	0.75765	0.06547	0.12659	0.08797	0.16430	0.03617	0.06888	0.13830	0.13520	0.04945	0.05589	0.08565	0.11981	0.14994	0.16234	0.03631	0.09165	0.04485	0.06435	0.06650	0.09681	0.05324	0.08242	0.42539	0.35636	0.06417	0.03962	0.11053	0.08400	0.05417	0.09491	0.04342	0.01846	0.07715	0.09492	0.05069	0.07415	0.10101	0.13136	0.19412	0.25136	0.05086	0.06831	0.28531	0.25682	0.05295	0.07433	0.01001	0.03526	0.07031	0.08122	0.02125	0.01611	0.06206	0.14144	0.02497	0.02691	0.02447	0.03193	0.00000	0.10305	0.07146	0.15836	0.02806	0.09266	0.05129	0.03074	0.04784	0.07336	0.01386	0.03591	0.04014	0.03983	0.06987	0.02920	0.09263	0.04757	0.01516	0.12103	0.36186	0.39376	0.10051	0.06389	0.04439	0.04846	0.12461	0.10810	0.16705	0.20143	0.28289	0.21488	0.02977	0.06327	0.50300	0.33814
horse-s	0.14316	0.23092	0.13123	0.10763	0.05974	0.03781	0.07815	0.07042	0.01874	0.03872	0.02634	0.03763	0.11107	0.18804	0.17179	0.17026	0.08374	0.08521	0.53617	0.58450	0.03485	0.02560	0.05271	0.05010	0.00000	0.01008	0.07026	0.18848	0.20289	0.20230	0.02841	0.05798	0.55960	0.64824	0.06243	0.09046	0.08084	0.14678	0.06844	0.11405	0.38657	0.46494	0.09954	0.15606	0.75765	1.00000	0.04599	0.09992	0.08978	0.13359	0.01302	0.08159	0.14065	0.15189	0.04598	0.06035	0.06166	0.09225	0.15399	0.14416	0.04901	0.08590	0.02854	0.04190	0.08243	0.08485	0.05467	0.10167	0.39724	0.39644	0.03925	0.03258	0.08337	0.06517	0.02326	0.06034	0.03256	0.01573	0.11201	0.13320	0.06259	0.06852	0.11180	0.18416	0.17757	0.21570	0.03767	0.06127	0.28796	0.30555	0.03104	0.05381	0.00901	0.03014	0.05832	0.06486	0.01912	0.01450	0.04188	0.11213	0.01774	0.02153	0.02018	0.02474	0.00000	0.07907	0.05584	0.11601	0.02164	0.06013	0.04327	0.02987	0.03316	0.07639	0.00748	0.02864	0.02809	0.03225	0.05239	0.02919	0.06453	0.03132	0.01023	0.09788	0.27046	0.30880	0.05560	0.05292	0.04058	0.04049	0.11169	0.09552	0.15883	0.20327	0.22752	0.20226	0.02455	0.04658	0.43936	0.44052
jealousy-b	0.12393	0.10859	0.08167	0.08978	0.00498	0.00357	0.00000	0.00545	0.11225	0.08650	0.03684	0.03193	0.01873	0.01764	0.08527	0.01849	0.00000	0.00368	0.01022	0.02342	0.00000	0.00000	0.59064	0.52943	0.00000	0.00000	0.02564	0.05578	0.01001	0.00000	0.02908	0.14730	0.08485	0.02103	0.00000	0.00000	0.24997	0.25864	0.62842	0.61438	0.00000	0.00000	0.04885	0.03936	0.06547	0.04599	1.00000	0.80494	0.35285	0.36381	0.00000	0.00000	0.05342	0.05286	0.03986	0.00491	0.00000	0.02722	0.07357	0.08265	0.04878	0.01539	0.43846	0.43681	0.54149	0.73276	0.01399	0.03215	0.00000	0.00000	0.00485	0.00348	0.00000	0.00000	0.13398	0.24117	0.06533	0.05168	0.02386	0.04919	0.03912	0.00552	0.00000	0.00737	0.07636	0.09561	0.12150	0.13696	0.00000	0.00000	0.33531	0.37257	0.24005	0.25863	0.40028	0.43375	0.19697	0.14934	0.39210	0.47985	0.15888	0.15428	0.21367	0.18733	0.15015	0.14035	0.77615	0.68278	0.10662	0.10629	0.28219	0.19921	0.09380	0.16221	0.19444	0.19475	0.21570	0.21349	0.16897	0.19482	0.26918	0.09258	0.19099	0.19050	0.27298	0.26561	0.24505	0.20719	0.27700	0.19811	0.00000	0.00564	0.07114	0.07812	0.00772	0.02279	0.51392	0.61341	0.00000	0.00000
jealousy-s	0.15969	0.13779	0.11620	0.12342	0.00000	0.00000	0.00000	0.00000	0.12335	0.11357	0.05454	0.04202	0.03565	0.04029	0.11159	0.00586	0.00000	0.00311	0.05187	0.07513	0.00000	0.00000	0.59986	0.60101	0.00000	0.00000	0.00789	0.04972	0.02821	0.01809	0.04613	0.17445	0.14167	0.04852	0.00000	0.00000	0.28854	0.30520	0.73330	0.74130	0.03467	0.03093	0.05285	0.03191	0.12659	0.09992	0.80494	1.00000	0.38408	0.43127	0.00000	0.00000	0.03929	0.03975	0.04384	0.00416	0.00000	0.03208	0.10113	0.09614	0.06740	0.02344	0.52426	0.55658	0.55940	0.83078	0.00000	0.00000	0.04469	0.03132	0.00410	0.00000	0.00000	0.00000	0.11334	0.29406	0.08191	0.06458	0.01468	0.05086	0.04302	0.01167	0.00827	0.01732	0.08373	0.12345	0.12308	0.14770	0.03155	0.02167	0.33924	0.41055	0.22184	0.27889	0.45248	0.52339	0.22458	0.19004	0.44913	0.55902	0.17069	0.16824	0.21968	0.21896	0.11240	0.14314	0.76942	0.78859	0.14076	0.15796	0.35938	0.25277	0.16002	0.23905	0.20418	0.23710	0.24177	0.24170	0.21176	0.23117	0.33010	0.15545	0.16803	0.22945	0.36903	0.38878	0.27303	0.27033	0.31194	0.25020	0.00000	0.00795	0.08812	0.10496	0.03698	0.04820	0.53455	0.64716	0.05292	0.02787
justice-b	0.13191	0.15347	0.16296	0.15894	0.00000	0.01432	0.00000	0.00583	0.10951	0.11142	0.04437	0.03419	0.07708	0.04816	0.09201	0.01856	0.00000	0.00886	0.02667	0.06740	0.00000	0.00000	0.30056	0.25898	0.00000	0.00000	0.01498	0.02400	0.04820	0.02290	0.07590	0.29383	0.09862	0.02303	0.00000	0.00000	0.43147	0.58291	0.27624	0.31494	0.06417	0.04978	0.07662	0.04214	0.08797	0.08978	0.35285	0.38408	1.00000	0.58811	0.00000	0.00569	0.02611	0.06288	0.03201	0.00000	0.00000	0.02342	0.08229	0.06452	0.07051	0.02966	0.23389	0.19072	0.30569	0.39552	0.00899	0.00000	0.11230	0.08109	0.01168	0.00000	0.00842	0.01220	0.15779	0.21903	0.07682	0.04716	0.00000	0.04974	0.04398	0.05317	0.07061	0.08415	0.07267	0.10991	0.14936	0.17798	0.06738	0.03856	0.42485	0.47238	0.27213	0.34689	0.49208	0.55465	0.25444	0.25860	0.38565	0.37331	0.23729	0.28068	0.29564	0.36286	0.20273	0.27806	0.31892	0.39855	0.22572	0.20531	0.31873	0.28888	0.21843	0.26457	0.25573	0.35925	0.26269	0.36090	0.21106	0.26038	0.28143	0.25907	0.26010	0.38496	0.32093	0.33276	0.47034	0.38632	0.26969	0.35401	0.00000	0.02416	0.06121	0.08118	0.03098	0.05673	0.28261	0.41996	0.06698	0.04329
justice-s	0.20709	0.22202	0.13750	0.15569	0.02581	0.00528	0.01886	0.00807	0.12278	0.14550	0.07163	0.05257	0.05550	0.06011	0.14410	0.02397	0.03078	0.02180	0.03028	0.05639	0.00000	0.00000	0.33578	0.29076	0.00000	0.00535	0.03109	0.08412	0.00000	0.00704	0.09156	0.32390	0.12902	0.03116	0.01542	0.01757	0.36343	0.51521	0.40119	0.45715	0.00000	0.00942	0.08415	0.06317	0.16430	0.13359	0.36381	0.43127	0.58811	1.00000	0.00000	0.00525	0.07570	0.08992	0.07678	0.01820	0.02046	0.06482	0.14598	0.13436	0.10841	0.05473	0.19741	0.21640	0.27714	0.36939	0.01659	0.02858	0.00921	0.00997	0.01078	0.00000	0.03882	0.01688	0.08822	0.20699	0.10543	0.07831	0.02571	0.08367	0.07921	0.01226	0.00724	0.02669	0.11313	0.18787	0.15556	0.21066	0.03684	0.01660	0.28459	0.45031	0.16737	0.29265	0.46708	0.53351	0.22204	0.21933	0.31131	0.29519	0.20950	0.23751	0.22890	0.28178	0.12599	0.20793	0.38855	0.48899	0.21063	0.22771	0.36984	0.30395	0.23162	0.31917	0.18129	0.29048	0.25300	0.29489	0.18544	0.21308	0.32654	0.27641	0.14941	0.28972	0.38121	0.41148	0.40734	0.37200	0.27445	0.35552	0.03837	0.04737	0.12046	0.15319	0.01905	0.03714	0.19554	0.35239	0.00000	0.00000
kiwi-b	0.00780	0.01470	0.01340	0.01105	0.70536	0.57280	0.76166	0.66514	0.00000	0.00488	0.00000	0.00000	0.00423	0.00478	0.00721	0.01668	0.22601	0.12118	0.01383	0.02114	0.01610	0.00000	0.00000	0.00000	0.65283	0.53151	0.00000	0.00899	0.00000	0.00643	0.00000	0.00000	0.02217	0.01035	0.24767	0.22566	0.02108	0.00000	0.00000	0.01238	0.01294	0.00717	0.00000	0.00000	0.03617	0.01302	0.00000	0.00000	0.00000	0.00000	1.00000	0.72204	0.00000	0.04240	0.02398	0.04436	0.14332	0.16321	0.00000	0.01036	0.01467	0.03334	0.00000	0.00000	0.00000	0.00823	0.01137	0.01741	0.00000	0.00608	0.76265	0.63914	0.27316	0.22187	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00443	0.00000	0.01181	0.00541	0.00849	0.00000	0.00578	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01266	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00625	0.00000	0.33144	0.21810	0.00688	0.01555	0.02785	0.02263	0.00000	0.00000	0.00000	0.00270
kiwi-s	0.01897	0.06789	0.05497	0.06659	0.62590	0.64973	0.57734	0.57743	0.00518	0.02322	0.00379	0.02287	0.07447	0.09625	0.04238	0.04309	0.17342	0.13265	0.03153	0.05834	0.03750	0.00811	0.00000	0.00000	0.54055	0.46121	0.02046	0.03278	0.09877	0.17206	0.00000	0.00340	0.04776	0.04299	0.23182	0.29919	0.01537	0.00000	0.00000	0.00903	0.01124	0.06931	0.02180	0.02653	0.06888	0.08159	0.00000	0.00000	0.00569	0.00525	0.72204	1.00000	0.02993	0.05476	0.11222	0.15567	0.13316	0.23035	0.02882	0.02266	0.00713	0.04220	0.00000	0.00000	0.00540	0.02168	0.06063	0.06582	0.02727	0.11908	0.58182	0.66692	0.20911	0.22697	0.00327	0.00000	0.00256	0.00000	0.03212	0.03197	0.00572	0.02043	0.03215	0.06825	0.01861	0.06237	0.01974	0.02695	0.03068	0.09306	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00288	0.00000	0.00000	0.00354	0.00000	0.00340	0.00326	0.00000	0.00417	0.00000	0.00000	0.00000	0.00000	0.00000	0.00287	0.00000	0.00615	0.00000	0.00277	0.00000	0.00242	0.01093	0.00000	0.00380	0.00000	0.31761	0.29396	0.00418	0.03591	0.00846	0.01000	0.00000	0.00000	0.02287	0.12362
knife-b	0.09633	0.12645	0.10852	0.08214	0.04831	0.02179	0.07503	0.04176	0.04147	0.05894	0.01159	0.02104	0.02019	0.03804	0.11110	0.08638	0.08710	0.08726	0.04867	0.02526	0.02137	0.01702	0.03456	0.01968	0.01728	0.01428	0.25974	0.35731	0.00959	0.01623	0.00523	0.02006	0.06099	0.05909	0.05983	0.08099	0.02687	0.03125	0.04407	0.04140	0.05892	0.04171	0.39275	0.41728	0.13830	0.14065	0.05342	0.03929	0.02611	0.07570	0.00000	0.02993	1.00000	0.85491	0.03247	0.03533	0.07527	0.07268	0.07744	0.06436	0.02571	0.00664	0.02450	0.02257	0.01415	0.03060	0.23538	0.28422	0.00894	0.00968	0.03399	0.00250	0.10831	0.06414	0.01712	0.03348	0.06541	0.06163	0.35555	0.40727	0.02812	0.01785	0.00702	0.02884	0.09249	0.12081	0.12507	0.12174	0.02122	0.03049	0.02180	0.04229	0.03480	0.05312	0.04583	0.03765	0.02462	0.01494	0.03237	0.02387	0.06738	0.10917	0.04253	0.04112	0.07259	0.12351	0.04359	0.04437	0.00697	0.02168	0.03121	0.01923	0.02248	0.04737	0.00964	0.02081	0.05039	0.06115	0.02249	0.03008	0.02987	0.01613	0.02856	0.04172	0.06384	0.07288	0.02291	0.02524	0.06596	0.09026	0.11422	0.09328	0.06758	0.09167	0.01571	0.01147	0.02300	0.02200	0.00000	0.00807
knife-s	0.06112	0.10988	0.13871	0.10571	0.10934	0.06050	0.09641	0.05775	0.09217	0.11956	0.00558	0.01397	0.02270	0.05451	0.10253	0.08051	0.11887	0.09585	0.05573	0.00591	0.00721	0.01076	0.04994	0.03687	0.05297	0.05035	0.24508	0.32654	0.00606	0.01296	0.00000	0.01127	0.02300	0.03359	0.10481	0.10839	0.03964	0.03687	0.02064	0.01662	0.02359	0.01734	0.43018	0.45558	0.13520	0.15189	0.05286	0.03975	0.06288	0.08992	0.04240	0.05476	0.85491	1.00000	0.04026	0.04839	0.11505	0.14021	0.07801	0.05286	0.04729	0.02611	0.03755	0.03639	0.07755	0.06264	0.19756	0.27139	0.00753	0.00816	0.06538	0.04328	0.12703	0.08915	0.04330	0.02016	0.19793	0.19287	0.34572	0.39960	0.03635	0.01254	0.00592	0.04366	0.07368	0.12806	0.12361	0.16344	0.00377	0.01746	0.08985	0.06733	0.08556	0.08610	0.06439	0.07141	0.02076	0.01888	0.06366	0.06036	0.08760	0.14314	0.09959	0.08665	0.11111	0.15895	0.02939	0.03053	0.03524	0.00696	0.01503	0.00721	0.00000	0.04991	0.04469	0.04784	0.05990	0.09045	0.00758	0.02535	0.02627	0.00680	0.09073	0.10702	0.05382	0.05743	0.06760	0.03830	0.09336	0.10651	0.16404	0.15555	0.05465	0.07866	0.01558	0.02071	0.05331	0.07754	0.00000	0.00454
